,date,delta_national_home_price_index,GDP_incre_lastQuarter,CPI_change_rate,delta_PCE,delta_capacity_util,delta_real_interest_rate,delta_fed_fund_rate,delta_stickyCPI,delta_housing_started,delta_housing_completed,delta_personal_saving_rate,delta_unemploy_rate,delta_employ_rate_nonagri
15,1987-04-01,0.007771799661636436,0.013759383997005159,0.004446427957134347,0.008426876919040538,0.3703000000000003,0.20541372000000013,0.2400000000000002,0.17087999999999998,-112.0,41.0,-4.0,-0.2999999999999998,-0.00018663182765499275
16,1987-05-01,0.008795643587832913,0.013759383997005159,0.002658397666610135,0.003154162162894991,0.33970000000000766,0.5995152299999997,0.47999999999999954,-0.20149999999999996,14.0,-22.0,3.7,0.0,-0.0007152396035368103
17,1987-06-01,0.010184886735218335,0.013759383997005159,0.004415018209116717,0.007972335239733397,0.2746999999999957,-0.02730173999999952,-0.11999999999999922,-0.11601,-34.0,-78.0,-0.5,-0.09999999999999964,0.0010994320690256298
18,1987-07-01,0.008541148431927326,0.017632953512395133,0.00263968477077281,0.007101772855815369,0.38700000000000045,-0.054884040000000134,-0.15000000000000036,0.10372999999999999,-19.0,50.0,-0.20000000000000018,-0.10000000000000053,-6.999018268860624e-05
19,1987-08-01,0.007220894298370695,0.017632953512395133,0.00438404910853496,0.0115975920431719,0.46059999999999945,0.20270313999999967,0.15000000000000036,0.12118000000000001,30.0,-61.0,-0.2999999999999998,-0.09999999999999964,0.0011954069985707916
20,1987-09-01,0.0052485775891124575,0.017632953512395133,0.0034934533345598595,-0.0013743949233298025,0.1717000000000013,0.12396845000000045,0.4899999999999993,-0.0022599999999999842,90.0,-37.0,0.40000000000000036,-0.09999999999999964,-0.000718045849844029
21,1987-10-01,0.004117266583502754,0.016179757677168283,0.002612104227925016,0.002555503706670237,0.973399999999998,0.35504159999999985,0.07000000000000028,0.057510000000000006,-180.0,-10.0,0.7000000000000002,0.09999999999999964,-0.000171827774343436
22,1987-11-01,0.0027942016473971876,0.016179757677168283,0.0034722257107491217,0.003089814043390149,0.2920000000000016,-0.43381009999999964,-0.5999999999999996,-0.19838,141.0,1.0,0.29999999999999893,-0.20000000000000018,0.0007077813844896808
23,1987-12-01,0.003679357991790866,0.016179757677168283,0.0017316021642779234,0.009464641818775377,0.3585999999999956,0.05384380000000011,0.07999999999999918,0.045399999999999996,-256.0,54.0,0.20000000000000107,-0.09999999999999964,-0.0005274497308342951
24,1988-01-01,0.0034909147606265734,0.024957249558040573,0.003454234868087269,0.01239879373430064,-0.10519999999999641,0.026110049999999774,0.0600000000000005,0.09778999999999999,-129.0,-78.0,-0.5,0.0,-0.00024297894955316313
25,1988-02-01,0.004843681060215488,0.024957249558040573,0.0017226533114467202,0.002393126346088792,0.34910000000000707,-0.5070164300000002,-0.25,-0.06788,202.0,-104.0,0.5,0.0,0.00045531227191053514
26,1988-03-01,0.005917219831681919,0.024957249558040573,0.002578428587944437,0.012064510176678311,0.13589999999999236,-0.05563107000000045,0.0,0.06157999999999997,59.0,150.0,-0.40000000000000036,0.0,0.00023392058797211401
27,1988-04-01,0.006670812724174802,0.012970249572964221,0.005990604137156907,0.0007664597600633982,0.44660000000000366,0.3738184200000001,0.29000000000000004,0.07082000000000005,41.0,15.0,0.6999999999999993,-0.2999999999999998,-0.0003311400285722632
28,1988-05-01,0.008844691676118899,0.012970249572964221,0.0025564564413009805,0.009334173862376005,-0.20080000000000098,0.07971527000000034,0.21999999999999975,-0.13207000000000002,-152.0,-132.0,-0.3999999999999986,0.1999999999999993,0.0008131182309613072
29,1988-06-01,0.009316069271524619,0.012970249572964221,0.004246290881451564,0.007531682130283102,0.20699999999999363,0.1546089300000002,0.41999999999999993,0.05837999999999999,57.0,29.0,0.09999999999999964,-0.1999999999999993,0.000237891031214299
30,1988-07-01,0.008658305347060136,0.022734948282947087,0.004228336109521003,0.007265990052555793,-0.026599999999987745,-0.21552793000000037,0.2400000000000002,-0.07406000000000001,-11.0,15.0,0.1999999999999993,0.0,0.0004745369762760854
31,1988-08-01,0.006936797561057695,0.022734948282947087,0.004210532536343514,0.007540232723682649,0.38809999999999434,0.1073920700000004,0.2599999999999998,0.06523000000000001,26.0,24.0,-0.1999999999999993,0.1999999999999993,-0.0004605745037313813
32,1988-09-01,0.005374462884520703,0.022734948282947087,0.004192878260036004,0.002076227944412423,-0.323599999999999,0.16511543000000017,0.17999999999999972,0.05241000000000001,-1.0,-20.0,0.40000000000000036,-0.1999999999999993,-0.00038140972987776856
33,1988-10-01,0.00341137638598088,0.01772225187011678,0.0033416906619025966,0.011401422724443222,0.3190000000000026,-0.24586634000000007,0.11000000000000121,-0.07240999999999997,30.0,-2.0,-0.20000000000000107,0.0,-0.0005038380219275496
34,1988-11-01,0.003331348574336701,0.01772225187011678,0.0033305609471652176,0.00482182146690846,0.1372999999999962,-0.10327173000000034,0.049999999999998934,0.006809999999999983,47.0,-122.0,-0.1999999999999993,-0.10000000000000053,2.505234078753471e-05
35,1988-12-01,0.0029246180579374226,0.01772225187011678,0.0033195051228522843,0.008563311592363121,0.3038999999999987,0.2592165399999997,0.41000000000000014,-0.01865,-6.0,140.0,-0.09999999999999964,0.0,0.0004057712254532664
36,1989-01-01,0.004615487066470969,0.021845138070249348,0.004133945531727967,0.0069130672526203085,0.14379999999999882,0.24525499000000028,0.35999999999999943,0.03273999999999999,58.0,14.0,0.1999999999999993,0.10000000000000053,-0.0006544887193249416
37,1989-02-01,0.004743006194845023,0.021845138070249348,0.003294895896853056,0.001233558685905578,-0.4911999999999921,-0.13131389000000038,0.2400000000000002,-0.01694000000000001,-196.0,36.0,0.40000000000000036,-0.20000000000000018,0.00047026078055567577
38,1989-03-01,0.0059577741633001224,0.021845138070249348,0.004922077205428366,0.003091546516829524,0.07209999999999184,0.24184245000000004,0.4900000000000002,-0.00878000000000001,-3.0,-155.0,0.5,-0.20000000000000018,0.0003658520234964824
39,1989-04-01,0.006136221507480499,0.020483978520692503,0.007337986452912837,0.012553773319771366,-0.17310000000000514,-0.10267222999999959,-0.009999999999999787,-0.009809999999999985,-83.0,100.0,-1.0999999999999996,0.20000000000000018,0.00032494098569879615
40,1989-05-01,0.00570044962830174,0.020483978520692503,0.0048622462080345485,0.002480691355023268,-0.6371999999999929,-0.24138754999999978,-0.02999999999999936,0.11713000000000001,-8.0,-93.0,-0.3000000000000007,0.0,0.0003164331591852809
41,1989-06-01,0.005298306343840764,0.020483978520692503,0.0032284128121187194,0.00415824379791907,-0.18030000000000257,-0.2184968500000002,-0.28000000000000114,-0.08463999999999999,66.0,-103.0,0.09999999999999964,0.09999999999999964,0.0005579476379820036
42,1989-07-01,0.00456050033189026,0.018197658588041676,0.0032180236942007667,0.0053409519744676,-0.9894999999999925,-0.4084894100000005,-0.28999999999999915,0.06319999999999998,30.0,40.0,0.0,-0.09999999999999964,-0.0013415030038014253
43,1989-08-01,0.003033190127100127,0.018197658588041676,0.0,0.009686044948962191,0.6176999999999992,-0.2633234999999998,-0.25,-0.09786,-95.0,43.0,-0.5999999999999996,0.0,-0.0004417400128065019
44,1989-09-01,0.00195160348789436,0.018197658588041676,0.002406740030565402,0.00035899206460854316,-0.4806999999999988,0.5377187000000005,0.02999999999999936,-0.050419999999999965,-53.0,-91.0,0.40000000000000036,0.09999999999999964,0.0004822882313718635
45,1989-10-01,0.0008763268082443432,0.014663025534526142,0.004796172263493048,0.003225142344842169,-0.29690000000000794,0.02011189999999985,-0.17999999999999972,0.1824,131.0,-5.0,0.5,0.0,8.697468883644977e-05
46,1989-11-01,0.00043134154422475035,0.014663025534526142,0.003979312851480898,0.002665971978494497,0.07890000000000441,-0.2670483800000003,-0.28999999999999915,-0.10429000000000005,-59.0,142.0,0.09999999999999964,0.10000000000000053,0.0007806710457541888
47,1989-12-01,-0.00031368448826096795,0.014663025534526142,0.0031720883061439054,0.011163541388327758,0.2668000000000035,-0.00046911999999998955,-0.10000000000000142,0.004290000000000016,-100.0,-171.0,-0.7999999999999998,0.0,-0.0004937460656982973
48,1990-01-01,0.000379023039989157,0.009066531429009927,0.00945633524203604,0.012542477872711899,-0.6213000000000051,0.09795757000000016,-0.21999999999999886,0.060829999999999995,300.0,204.0,0.20000000000000018,0.0,9.948661808278914e-05
49,1990-02-01,0.0007837298100916712,0.009066531429009927,0.0039138993211356166,-0.0006703401556826805,0.5670999999999964,0.2393039899999998,0.009999999999999787,-0.05109999999999998,-114.0,-156.0,0.5999999999999996,-0.10000000000000053,0.00017980126062622226
50,1990-03-01,0.0026470737924864096,0.009066531429009927,0.004676547883901705,0.007136110250018035,0.21009999999999707,0.18504023000000025,0.03999999999999915,0.22283000000000003,-148.0,-7.0,-0.1999999999999993,-0.09999999999999964,-0.000571664839122632
51,1990-04-01,0.003224383270457487,0.021595446713407185,0.002330098141623438,0.004013347756892216,-0.3708999999999918,0.0001943400000001816,-0.019999999999999574,-0.18702000000000002,-41.0,-13.0,0.3999999999999986,0.20000000000000018,0.00016323448446542432
52,1990-05-01,0.003343401199140672,0.021595446713407185,0.0015503879074545424,0.0015372793188870304,0.08209999999999695,0.2528997999999998,-0.08000000000000007,-0.04892000000000002,-36.0,19.0,0.0,0.0,-0.00022552613002113642
53,1990-06-01,0.0027002425952069586,0.021595446713407185,0.0061776258239572,0.007572295855634792,0.11599999999999966,-0.4224506100000003,0.10999999999999943,0.17950999999999995,-35.0,-88.0,-0.09999999999999964,-0.20000000000000018,0.00013779296004334807
54,1990-07-01,0.0007222731280167594,0.01476051475683171,0.004608303086194532,0.0045107731672722196,-0.28409999999999513,-0.04079265000000021,-0.1399999999999988,-0.00027999999999994696,-6.0,32.0,0.09999999999999964,0.2999999999999998,0.000406378292767795
55,1990-08-01,-0.0010577916362999318,0.01476051475683171,0.008393792128468469,0.0069361425407858945,0.16329999999999245,-0.17128642999999943,-0.019999999999999574,0.06493000000000004,-56.0,12.0,-0.5999999999999996,0.20000000000000018,-4.389598999243738e-05
56,1990-09-01,-0.0032318977377707725,0.01476051475683171,0.006815626535059849,0.005648854158630812,-0.09859999999999047,0.2282126299999998,0.06999999999999851,-0.26954000000000006,-5.0,5.0,0.0,0.20000000000000018,-0.0001390525913930185
57,1990-10-01,-0.004113123009599207,0.009200455308418398,0.00676948805524713,0.00012918728298494386,-0.6270999999999987,-0.19820568000000005,-0.08999999999999986,0.020029999999999992,-96.0,-30.0,-0.1999999999999993,0.0,-0.0005371820165385177
58,1990-11-01,-0.006927937007365159,0.009200455308418398,0.002246350626373683,0.00033580885042638897,-1.1265000000000072,-0.14168404000000034,-0.2999999999999998,-0.10010999999999998,131.0,-34.0,0.09999999999999964,0.2999999999999998,0.0006310338623900513
59,1990-12-01,-0.005369122794249392,0.009200455308418398,0.0037327404296840783,-0.0027414282932358702,-0.6620000000000061,-0.16493427999999977,-0.5,0.0797,-176.0,-75.0,0.8000000000000007,0.09999999999999964,-0.0004884271017484565
60,1991-01-01,-0.00579520449659654,-0.0017276427653207804,0.00371885887873713,-0.005271164977537879,-0.34909999999999286,0.029010450000000354,-0.39999999999999947,0.31142000000000003,-171.0,-24.0,0.5999999999999996,0.10000000000000053,0.00024367789794865757
61,1991-02-01,-0.003767032349252908,-0.0017276427653207804,0.0007421150618878158,0.006668680732939691,-0.656099999999995,-0.015877330000000356,-0.6600000000000001,-0.20191000000000003,167.0,-59.0,-0.40000000000000036,0.1999999999999993,-0.0005692501396544758
62,1991-03-01,-0.0015028097385636485,-0.0017276427653207804,0.0,0.011902913131567772,-0.5259000000000071,0.26878236000000033,-0.1299999999999999,-0.21650999999999998,-44.0,86.0,-0.9000000000000004,0.20000000000000018,0.0007661556054228136
63,1991-04-01,0.002379513389201726,0.005057357133386731,0.0022230464879466894,-0.001508932397145557,0.13599999999999568,-0.06600307999999977,-0.20999999999999996,0.009009999999999962,80.0,-83.0,0.5999999999999996,-0.09999999999999964,-0.0004373880212567016
64,1991-05-01,0.005983523497994803,0.005057357133386731,0.0036941305401416713,0.006657933092734325,0.712600000000009,-0.05991678999999994,-0.1299999999999999,0.06071000000000004,-5.0,-23.0,-0.1999999999999993,0.20000000000000018,-0.0004458265015807594
65,1991-06-01,0.006393917323077147,0.005057357133386731,0.002945510229757531,0.001854274887703511,0.568799999999996,0.1377279499999995,0.1200000000000001,-0.011869999999999992,40.0,23.0,0.5,0.0,-0.00016534117515520919
66,1991-07-01,0.0034561793911613847,0.015077361502868314,0.0014695079793591859,0.006450411286037294,0.13150000000000261,0.03460949000000024,-0.08000000000000007,0.06652999999999998,27.0,-17.0,-0.5999999999999996,-0.10000000000000053,-0.00017854931980232358
67,1991-08-01,0.0010058063299354103,0.015077361502868314,0.0029325534212780724,0.0007813386492188101,-0.06860000000000355,-0.08233636000000022,-0.16000000000000014,-0.02850999999999998,-14.0,-26.0,0.29999999999999893,0.10000000000000053,3.088625213965024e-05
68,1991-09-01,-0.000248091978108711,0.015077361502868314,0.002923978691435458,0.003922658352841779,0.5698000000000008,-0.2614218400000001,-0.20999999999999996,0.05271999999999999,-34.0,166.0,0.20000000000000107,0.0,5.52931922290778e-05
69,1991-10-01,-0.0037287846167002314,0.012823704276186731,0.0014587894636592935,-0.0021857383053376367,-0.1858000000000004,-0.24063349,-0.2400000000000002,-0.17601,64.0,-140.0,0.5,0.09999999999999964,0.0002240876969158423
70,1991-11-01,-0.00341386886179329,0.012823704276186731,0.004363643287773833,0.0069176675684001765,-0.22109999999999275,-0.0728043399999998,-0.40000000000000036,0.08655999999999997,24.0,-63.0,-0.3000000000000007,0.0,-6.655010709044618e-05
71,1991-12-01,-0.002462585113909732,0.012823704276186731,0.0028985527540115186,0.004212316643339875,-0.49280000000000257,-0.15472426000000006,-0.3799999999999999,0.035660000000000025,-24.0,-11.0,0.7000000000000011,0.2999999999999998,0.0012045360089893986
72,1992-01-01,-0.00190046380991582,0.009398747361114346,0.000723327337142976,0.015842013196609273,-0.5628999999999991,-0.21179100999999978,-0.39999999999999947,-0.03203,97.0,59.0,-0.3000000000000007,0.0,3.9943849960422106e-05
73,1992-02-01,-0.0005946363973752256,0.009398747361114346,0.002166848085090045,0.003616728851419282,0.4157999999999902,0.42974913999999975,0.02999999999999936,-0.07642000000000002,74.0,37.0,0.3000000000000007,0.10000000000000053,-0.0007644562061793758
74,1992-03-01,0.0020862775449090876,0.009398747361114346,0.00360101217359432,0.004259727733671781,0.5065000000000026,0.0319733900000001,-0.07999999999999963,0.11161000000000001,47.0,30.0,-0.10000000000000142,0.0,0.00011642683085111294
75,1992-04-01,0.003515682627812211,0.015610832427165988,0.002154399397026552,0.0035157943713350903,0.4498999999999995,0.1295948899999999,-0.25,-0.040470000000000006,-198.0,-45.0,0.10000000000000142,0.0,-1.0774107483735307e-05
76,1992-05-01,0.004171154293932666,0.015610832427165988,0.0021497679364923528,0.0064898477459856,0.08689999999999998,-0.04368989999999995,0.08999999999999986,-0.1238,115.0,104.0,0.0,0.1999999999999993,0.0002585220278710221
77,1992-06-01,0.0026667031058211776,0.015610832427165988,0.002859187080045622,0.004486840950622906,-0.13060000000000116,-0.17759330999999978,-0.06000000000000005,0.06104999999999999,-69.0,2.0,0.1999999999999993,0.20000000000000018,-0.0006992604865834195
78,1992-07-01,0.0014219464795850456,0.01677803616574991,0.0028510354308393104,0.006609504012388356,0.5452000000000083,-0.21547722000000036,-0.5099999999999998,0.023080000000000017,-6.0,62.0,-0.5,-0.09999999999999964,0.0001700360860386052
79,1992-08-01,0.00026068821836933154,0.01677803616574991,0.0021329549501416523,0.0038216455831570073,-0.6196000000000055,-0.22827683999999993,0.04999999999999982,-0.05612,87.0,-111.0,0.09999999999999964,-0.10000000000000053,7.68090411339406e-05
80,1992-09-01,-0.001343271131902135,0.01677803616574991,0.0021284151348259783,0.008116889376596603,0.0870000000000033,-0.16748023999999972,-0.07999999999999963,-0.05853,-40.0,-17.0,-1.0,0.0,1.747753618130954e-05
81,1992-10-01,-0.0003915835689367597,0.014708407976383953,0.004243287837866205,0.006885273102346545,0.39050000000000296,-0.2292986100000003,-0.1200000000000001,0.31452,58.0,16.0,-0.6999999999999993,-0.2999999999999998,0.00014720698840031687
82,1992-11-01,-0.0002480822601258481,0.014708407976383953,0.0028188884064199726,0.0036807570791967947,0.15569999999999595,0.5965895900000002,-0.010000000000000231,-0.15522000000000002,-30.0,85.0,0.0,0.10000000000000053,0.0004525952336528194
83,1992-12-01,-0.0015028655281259518,0.014708407976383953,0.0014064699927516244,0.008313215795602957,-0.02599999999999625,0.1850520900000001,-0.16999999999999993,-0.11248999999999998,13.0,-25.0,2.5999999999999996,0.0,-0.000409554017195668
84,1993-01-01,-0.0009028046433803283,0.017235751466046167,0.003507544809678187,0.0009911146240089153,0.18659999999999854,-0.2417769700000001,0.10000000000000009,0.16307,-17.0,-64.0,-2.0,-0.10000000000000053,0.00032866852919932743
85,1993-02-01,-0.0008905186549741373,0.017235751466046167,0.0020986366569202275,0.0033578688404460877,0.25099999999999056,-0.2631232200000002,0.009999999999999787,-0.10454000000000002,0.0,101.0,0.3000000000000007,-0.20000000000000018,0.0008586184473317049
86,1993-03-01,0.0007203337421106681,0.017235751466046167,0.001396648271721368,-0.0006431016092474096,-0.19599999999999795,-0.33136031,0.040000000000000036,-0.11332999999999999,-127.0,-131.0,0.0,-0.09999999999999964,0.00010870981585864303
87,1993-04-01,0.003633041110512991,0.007256564190816661,0.0034831104528203483,0.009353022137741362,0.1197000000000088,0.10109199999999996,-0.10999999999999988,0.23269,175.0,111.0,-0.10000000000000142,0.09999999999999964,0.00036180085305614895
88,1993-05-01,0.004814959070773561,0.007256564190816661,0.0027777795639023495,0.006579120353210399,-0.43010000000001014,-0.10979630999999968,0.040000000000000036,-0.08923999999999999,2.0,-105.0,-0.5,0.0,-7.915268042668622e-05
89,1993-06-01,0.00628949169280002,0.007256564190816661,0.0006932409289763797,0.003971841292974787,0.06500000000001194,0.09651671999999989,0.040000000000000036,-0.010319999999999996,20.0,82.0,-0.4999999999999991,-0.09999999999999964,-2.895914027745139e-05
90,1993-07-01,0.004749074235048667,0.011741553633992652,0.0013850417726617437,0.0064879168862734815,0.08619999999999095,-0.16943856000000013,0.020000000000000018,-0.13213000000000003,-26.0,-103.0,-0.20000000000000018,-0.09999999999999964,-0.00011145585111238532
91,1993-08-01,0.0031535657552783647,0.011741553633992652,0.002073972399129431,0.0027262586718119763,-0.2137000000000029,0.1111042900000001,-0.03000000000000025,0.14251000000000003,46.0,174.0,0.09999999999999964,-0.10000000000000053,0.0009109532573250423
92,1993-09-01,0.000857177635372075,0.011741553633992652,0.001380262468957838,0.006761140450199932,0.2873000000000019,-0.2523223800000003,0.06000000000000005,-0.03026000000000001,43.0,-92.0,-0.7999999999999998,-0.09999999999999964,-0.0012903884953742173
93,1993-10-01,-0.00033254886216660395,0.010687239590788877,0.004129393342011234,0.004710157641696355,0.4528000000000105,-0.05173749999999977,-0.09999999999999964,0.023239999999999983,49.0,74.0,-0.5999999999999996,0.09999999999999964,0.0008035088777497146
94,1993-11-01,-2.558526288964913e-05,0.010687239590788877,0.002743485945750912,0.004688076023954935,0.2224999999999966,0.16345213999999997,0.029999999999999805,0.037870000000000015,-16.0,-11.0,0.0,-0.20000000000000018,-0.0005295774518286889
95,1993-12-01,-0.0007294553084191691,0.010687239590788877,0.002052686317742136,0.0037259500432114123,0.301400000000001,0.1578211399999998,-0.06000000000000005,-0.016000000000000014,157.0,54.0,2.8,-0.09999999999999964,0.00040082726630152887
96,1994-01-01,0.0010875894334754221,0.018947249836214652,0.0,0.003058039560125181,0.07759999999998968,0.05256846000000026,0.08999999999999986,-0.10102999999999998,-261.0,-61.0,-2.0,0.09999999999999964,-0.0014194271092136113
97,1994-02-01,7.67263427485787e-05,0.018947249836214652,0.002730377122857064,0.010306349839281026,-0.15449999999999875,-0.1525161800000001,0.20000000000000018,0.07893999999999998,65.0,125.0,-0.5999999999999996,0.0,-0.0002764545136333396
98,1994-03-01,0.0018524320057231591,0.018947249836214652,0.002722942458456501,0.002888368787528961,0.6200000000000045,0.35103430000000024,0.08999999999999986,-0.0016100000000000003,227.0,-96.0,0.2999999999999998,-0.09999999999999964,-0.00015801306837737172
99,1994-04-01,0.004470006869827792,0.014426067572559376,0.0006795786873841081,0.00538795563451977,0.25780000000000314,0.6879797299999999,0.2200000000000002,-0.08918999999999999,-99.0,117.0,-0.40000000000000036,-0.09999999999999964,-0.0005241415399851457
100,1994-05-01,0.0064342298908179885,0.014426067572559376,0.0020359694850986543,-0.0003425904151015402,0.1512000000000029,-0.034605690000000244,0.44999999999999973,-0.009410000000000002,61.0,56.0,1.2000000000000002,-0.3000000000000007,0.00028560206237493446
101,1994-06-01,0.006192359912868817,0.014426067572559376,0.0027081939368791552,0.00840233553710057,0.3053999999999917,-0.03101156999999999,0.2400000000000002,0.06606000000000001,-117.0,-94.0,-0.7000000000000002,0.0,0.000844940155801388
102,1994-07-01,0.004544295850441138,0.01828120417146728,0.0033749610165259014,0.002481575057906582,-0.15909999999999513,0.19285388000000037,0.009999999999999787,-0.07407,30.0,-55.0,0.10000000000000053,0.0,-0.00026130030017923467
103,1994-08-01,0.003155068493277291,0.01828120417146728,0.004034975212179326,0.008857827445064359,0.29229999999999734,-0.20613535000000027,0.20999999999999996,0.17879,11.0,67.0,-0.5,-0.09999999999999964,-0.000816629039101624
104,1994-09-01,0.0002987787441144363,0.01828120417146728,0.0020113985996852435,0.002600236324987293,-0.021500000000003183,0.05682045000000002,0.2600000000000007,-0.13403,24.0,66.0,0.2999999999999998,-0.09999999999999964,0.0002478255165738741
105,1994-10-01,-0.0004482015986182475,0.011544093816374001,0.0006695681535724418,0.007905839110309287,0.4070999999999998,0.31951857000000006,0.02999999999999936,-0.014490000000000003,-24.0,-36.0,0.2999999999999998,-0.10000000000000053,-0.0003884733303594068
106,1994-11-01,-0.0016700736719856835,0.011544093816374001,0.002673798384402737,0.0026352663484416894,0.27949999999999875,0.1466296800000002,0.5300000000000002,0.10180999999999998,61.0,-13.0,-0.09999999999999964,-0.20000000000000018,-0.0005833757575802734
107,1994-12-01,-0.001148234715476093,0.011544093816374001,0.002000667556296243,0.003310165220455019,0.5568000000000097,0.013700319999999877,0.16000000000000014,-0.19573,-56.0,21.0,0.09999999999999964,-0.09999999999999964,2.3124761694193197e-05
108,1995-01-01,-0.0006370898949423776,0.016801416544245384,0.002661345549514138,0.001980852413961287,-0.12660000000001048,0.1273371499999998,0.08000000000000007,0.30469999999999997,-48.0,37.0,0.2999999999999998,0.09999999999999964,0.0004519108251858084
109,1995-02-01,-0.0004374535275397662,0.016801416544245384,0.0026542815848733525,-8.24572253605993e-05,-0.3914999999999935,-0.18929348999999984,0.3899999999999997,-0.1397,-91.0,-129.0,0.40000000000000036,-0.1999999999999993,-0.0007485876081753107
110,1995-03-01,0.0010620553641880193,0.016801416544245384,0.001986097971629519,0.0071075256582648905,-0.17549999999999955,-0.3340111600000002,0.0600000000000005,0.07014999999999999,-67.0,119.0,-0.2999999999999998,0.0,-0.00010577911531761686
111,1995-04-01,0.0036399032982190604,0.008946900681642944,0.003960401216096976,0.0009820369871427204,-0.44310000000000116,-0.06605826999999964,0.0699999999999994,-0.035629999999999995,18.0,-71.0,-0.6000000000000005,0.39999999999999947,0.000541911843636167
112,1995-05-01,0.00399856485272565,0.008946900681642944,0.0019743343037168515,0.008734391240201589,0.10330000000000439,-0.23444650000000022,-0.040000000000000036,-0.07935999999999999,47.0,-16.0,0.20000000000000018,-0.20000000000000018,0.0016238797927116133
113,1995-06-01,0.004661321397138707,0.008946900681642944,0.0019704439872993973,0.00896016327010507,-0.028000000000005798,-0.51576793,-0.009999999999999787,-0.0017900000000000138,-33.0,-84.0,-0.5,0.0,-0.0008776072944272073
114,1995-07-01,0.004234425756146187,0.007774241405028803,0.0013114755978103076,-0.0014676762086498485,-0.6607999999999947,0.03331728999999983,-0.15000000000000036,0.0042099999999999915,180.0,110.0,0.40000000000000036,0.10000000000000053,0.0007224355843166164
115,1995-08-01,0.0029804087925358047,0.007774241405028803,0.001963994084659859,0.0070372702832255385,0.7629000000000019,0.2104582800000001,-0.10999999999999943,0.0071400000000000075,-45.0,-87.0,-0.3000000000000007,0.0,4.785335109946942e-05
