date,PC1,PC2,PC3,delta_PC1,delta_PC2,delta_PC3
1986-01-01,5.581426819486361,-0.16937476026203627,0.7899364049047441,,,
1986-02-01,5.350647423078289,0.47835433928975507,0.17867116218721615,-0.23077939640807177,0.6477290995517914,-0.611265242717528
1986-03-01,5.240088305754143,0.3375753396079035,0.8153493087185135,-0.11055911732414625,-0.1407789996818516,0.6366781465312974
1986-04-01,5.0287724405236265,0.42410965781911936,0.520819581317108,-0.2113158652305165,0.08653431821121588,-0.2945297274014055
1986-05-01,4.885682026789353,0.7218849944253046,-0.6485617494076032,-0.14309041373427345,0.29777533660618527,-1.1693813307247112
1986-06-01,5.133275184046596,0.6032303043558527,0.3488544536504938,0.24759315725724296,-0.11865469006945195,0.9974162030580971
1986-07-01,4.7961257201704885,0.8128149876816854,-0.3987585463569983,-0.33714946387610745,0.2095846833258327,-0.7476130000074921
1986-08-01,4.72604604173066,0.6666101736457553,-0.4366238566592929,-0.07007967843982854,-0.1462048140359301,-0.037865310302294564
1986-09-01,4.595417213592679,0.52094416223079,-0.09809148589685282,-0.13062882813798105,-0.14566601141496527,0.33853237076244
1986-10-01,4.718094197020347,0.49913597849846286,0.197154591822682,0.12267698342766842,-0.021808183732327124,0.2952460777195348
1986-11-01,4.5450967830442375,0.7737915379293575,-0.3834066989792737,-0.1729974139761099,0.27465555943089465,-0.5805612908019557
1986-12-01,4.649388206809398,0.06355118572844302,-0.5944106313473959,0.10429142376516065,-0.7102403522009145,-0.2110039323681222
1987-01-01,4.6126696295217195,0.32448621537478256,-0.0557291526611014,-0.03671857728767858,0.2609350296463395,0.5386814786862946
1987-02-01,4.493542514237958,0.35115868869034333,-0.40312037908679144,-0.11912711528376185,0.026672473315560774,-0.34739122642569004
1987-03-01,4.4208704530026735,0.45897130063319297,-0.23964518792321762,-0.07267206123528425,0.10781261194284963,0.1634751911635738
1987-04-01,4.733880454001482,-0.3867256882223106,0.34492075673405465,0.3130100009988084,-0.8456969888555036,0.5845659446572723
1987-05-01,4.808906068402171,0.2736611407744617,-0.13369472968920726,0.07502561440068956,0.6603868289967723,-0.4786154864232619
1987-06-01,4.602649790026717,0.5478422145750229,-0.7593121869446421,-0.20625627837545402,0.2741810738005612,-0.6256174572554348
1987-07-01,4.678573957931384,0.22434709698421335,-0.233701851278211,0.07592416790466672,-0.32349511759080957,0.5256103356664311
1987-08-01,4.856811850871583,-0.13060539556651543,0.5063572877327371,0.17823789294019932,-0.3549524925507288,0.7400591390109481
1987-09-01,5.050139495734256,-0.23128268991890846,0.5969500981542311,0.19332764486267262,-0.10067729435239303,0.09059281042149392
1987-10-01,5.235036084770986,-0.1633484568813812,1.2825082589962589,0.18489658903672979,0.06793423303752727,0.6855581608420278
1987-11-01,4.777966018734708,0.08992245306021267,0.007814112731307915,-0.45707006603627764,0.25327090994159385,-1.274694146264951
1987-12-01,4.818150483451559,0.1654120445141575,0.47331892918387486,0.040184464716850776,0.07548959145394483,0.4655048164525669
1988-01-01,4.77401564895341,0.1216447764002238,1.1387726535078926,-0.04413483449814937,-0.04376726811393371,0.6654537243240177
1988-02-01,4.5452599992480565,0.2447590320061414,0.6631412073258638,-0.22875564970535311,0.12311425560591761,-0.4756314461820288
1988-03-01,4.703640756172908,-0.1583147082736412,0.7912105528901341,0.15838075692485187,-0.4030737402797826,0.1280693455642703
1988-04-01,4.95005047329229,-0.49619257086418933,1.3479846889591016,0.24640971711938153,-0.33787786259054814,0.5567741360689675
1988-05-01,4.768476629508063,0.12308091219419373,0.7920221132401333,-0.1815738437842267,0.619273483058383,-0.5559625757189683
1988-06-01,4.921002235795788,-0.21978616892988564,1.128377039297105,0.1525256062877247,-0.3428670811240794,0.3363549260569718
1988-07-01,4.775850208067634,-0.07161656994255806,0.745530067488104,-0.1451520277281535,0.14816959898732757,-0.38284697180900107
1988-08-01,4.9752906970347315,-0.2658723529833962,1.08740861335253,0.1994404889670971,-0.19425578304083813,0.341878545864426
1988-09-01,5.024613835297051,-0.38666186677090336,1.479976037758048,0.049323138262319155,-0.12078951378750719,0.39256742440551795
1988-10-01,4.887420155505095,-0.30152397127212616,1.0088478240363563,-0.13719367979195596,0.0851378954987772,-0.47112821372169167
1988-11-01,4.823156718957931,-0.29704050646151114,1.0828150277527933,-0.06426343654716327,0.004483464810615012,0.07396720371643695
1988-12-01,4.988373698772821,-0.5090838936206343,0.9595511682465709,0.1652169798148897,-0.2120433871591232,-0.12326385950622232
1989-01-01,5.161173585149479,-0.6561578014729859,1.156760178457731,0.17279988637665777,-0.14707390785235153,0.1972090102111601
1989-02-01,5.034504299324591,-0.4573716208281405,1.2323029565196342,-0.1266692858248879,0.19878618064484538,0.07554277806190313
1989-03-01,5.097589728140107,-0.3508798699967124,1.4787279598864935,0.0630854288155156,0.10649175083142809,0.24642500336685935
1989-04-01,5.0587406747475425,-0.37166753749962494,1.2245284814235835,-0.03884905339256406,-0.020787667502912555,-0.25419947846291
1989-05-01,4.996153946400847,-0.4764621106280096,1.8757964267488996,-0.06258672834669543,-0.10479457312838464,0.6512679453253161
1989-06-01,4.672212360842301,-0.17561664760977683,1.3662735576784915,-0.32394158555854613,0.3008454630182328,-0.5095228690704081
1989-07-01,4.560661740162482,-0.2900132479409469,1.5386218923902792,-0.11155062067981891,-0.11439660033117008,0.1723483347117878
1989-08-01,4.3630355009208195,-0.12478319358500452,0.955080065028842,-0.19762623924166256,0.1652300543559424,-0.5835418273614372
1989-09-01,4.390971205360328,0.23097475957934538,0.8560504123320468,0.02793570443950877,0.3557579531643499,-0.0990296526967952
1989-10-01,4.556522020799302,-0.22324335438125467,1.8408760573962828,0.16555081543897376,-0.4542181139606001,0.984825645064236
1989-11-01,4.342840091311142,-0.042440132466514735,1.1409984901351353,-0.21368192948816045,0.18080322191473994,-0.6998775672611475
1989-12-01,4.230964431815097,0.15902349216491996,1.289579321097205,-0.11187565949604483,0.2014636246314347,0.14858083096206975
1990-01-01,4.395848463490193,-0.49042399009581766,1.2211393839503422,0.16488403167509613,-0.6494474822607377,-0.06843993714686292
1990-02-01,4.365534492782438,-0.12243457993582647,1.3082754698590304,-0.030313970707754656,0.3679894101599912,0.08713608590868827
1990-03-01,4.647984122300492,-0.4972341051189926,2.6999891462838055,0.2824496295180534,-0.3747995251831661,1.391713676424775
1990-04-01,4.385469142563508,0.07279666746790195,1.7380294472427427,-0.26251497973698346,0.5700307725868945,-0.9619596990410628
1990-05-01,4.398120236316553,0.1815783569457894,1.4810456782412484,0.012651093753044407,0.10878168947788744,-0.2569837690014942
1990-06-01,4.429208575911988,-0.12447944892398367,2.5717835013492905,0.031088339595435777,-0.30605780586977305,1.090737823108042
1990-07-01,4.4004776676884365,-0.00020911342405323974,2.510534578016336,-0.028730908223551843,0.12427033549993044,-0.06124892333295451
1990-08-01,4.42247837381466,-0.09197428834105778,2.833722934787055,0.022000706126223513,-0.09176517491700455,0.3231883567707192
1990-09-01,4.204850989107279,0.5513826178239466,1.29726661174382,-0.21762738470738086,0.6433569061650044,-1.536456323043235
1990-10-01,4.063464263285021,0.6737723018130405,1.45005216687248,-0.14138672582225809,0.12238968398909389,0.15278555512865988
1990-11-01,3.833269651520285,1.007816679084399,0.7052434299609823,-0.2301946117647362,0.3340443772713585,-0.7448087369114976
1990-12-01,3.641517757418,1.3027370407383743,1.3910947642942746,-0.19175189410228466,0.2949203616539753,0.6858513343332923
1991-01-01,3.9142160448366035,1.0171468248255926,3.348293163295868,0.27269828741860325,-0.28559021591278166,1.9571983990015933
1991-02-01,3.5551117910364716,1.4551477324251645,1.9555239098429282,-0.3591042538001319,0.4380009075995719,-1.3927692534529397
1991-03-01,3.3471641514779193,1.8711695311973722,0.5460561887413925,-0.20794763955855222,0.4160217987722077,-1.4094677211015356
1991-04-01,3.3035964902965596,1.8801119327902953,0.6736724284645996,-0.043567661181359796,0.008942401592923144,0.12761623972320713
1991-05-01,3.4098036525491797,1.8106380734704983,1.033104557019024,0.10620716225262017,-0.069473859319797,0.3594321285544244
1991-06-01,3.5014101613688697,1.7432478502058841,1.0480018422248345,0.09160650881969001,-0.06739022326461419,0.014897285205810462
1991-07-01,3.5640983558749575,1.4940937690602818,1.3490812426066652,0.06268819450608776,-0.24915408114560234,0.3010794003818307
